"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__"	3.05867867038993e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium"	8.56225023307611e-08	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__ML1228J-1;g__"	8.84171991308286e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__;g__"	6.40668448706682e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__"	3.44284364838555e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor"	0.000475611911325832	144	NA	0.997136003542479	0.997136003542479	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium"	8.3592259194312e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter"	5.91664865645006e-06	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;__"	6.65583245187661e-08	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__"	8.3823593952803e-05	45	NA	0.185949360535175	0.185949360535175	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum"	5.745942217929e-05	22	NA	0.665764839739011	0.665764839739011	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia"	2.01566898323971e-05	18	NA	0.580555257304671	0.580555257304671	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium"	1.36659703917946e-05	10	NA	0.359273273478853	0.359273273478853	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium"	0.000137509384144737	42	NA	0.735284023460124	0.735284023460124	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus"	2.20121510102665e-05	17	NA	0.556685318602364	0.556685318602364	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix"	1.74039305625234e-05	23	NA	0.390659040996844	0.390659040996844	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania"	8.08794047328322e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__PSB-M-3"	1.34795623213073e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20"	1.09824372158775e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]"	0.000216732640139922	78	NA	0.932258012797527	0.932258012797527	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115"	3.29650467256259e-07	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5"	2.89133115835137e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;__"	1.36374076344844e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__"	0.000106383639483209	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium"	7.02478922014061e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium"	0.000285248909102126	129	NA	0.99402090823076	0.99402090823076	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__"	2.00807265718697e-05	13	NA	0.450406684501871	0.450406684501871	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia"	0.000312272509911935	93	NA	0.923400871209893	0.923400871209893	FALSE
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia"	0.000235266133206071	36	NA	0.646896851895117	0.646896851895117	FALSE
"k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__"	1.4790565215623e-05	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__GN04;c__GN15;o__;f__;g__"	1.03429045192701e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__"	5.11501544794029e-05	35	NA	0.387109484904865	0.387109484904865	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__"	1.3700764835506e-05	6	NA	0.223611361850298	0.223611361850298	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__;g__"	4.98712432769043e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-4;o__;f__;g__"	1.24114854231241e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__"	9.25228224209908e-07	7	NA	0.0525089978318618	0.0525089978318618	TRUE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__"	3.09509513377009e-06	10	NA	0.359273273478853	0.359273273478853	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__"	1.0627026360055e-05	29	NA	0.519009465869449	0.519009465869449	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__"	7.04897962265933e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	6.16948393573704e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas"	3.60925303276447e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__"	7.11244731740992e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__"	1.19198703519958e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__"	3.58546382550044e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__NKB19;c__;o__;f__;g__"	5.44023211393251e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__NKB19;c__TSBW08;o__;f__;g__"	4.94566555812046e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__"	0.000277175609713532	125	NA	0.496650039048631	0.496650039048631	FALSE
"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__"	6.29399937284921e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira"	3.92436540584414e-06	17	NA	0.253133865597869	0.253133865597869	FALSE
"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae];g__"	1.39655484594291e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__Thermodesulfovibrio"	4.33136689276402e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__OD1;c__;o__;f__;g__"	2.7403040844072e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__OD1;c__ABY1;o__;f__;g__"	2.03882077868274e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__OD1;c__ZB2;o__;f__;g__"	4.94566555812046e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__OP11;c__OP11-3;o__;f__;g__"	2.96334467938744e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__OP3;c__PBS-25;o__;f__;g__"	2.25962525121769e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__PAUC34f;c__;o__;f__;g__"	2.75810787180535e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;__;__;__;__"	3.79239832373236e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__"	5.07324264958261e-06	6	NA	0.223611361850298	0.223611361850298	FALSE
"k__Bacteria;p__Planctomycetes;c__;o__;f__;g__"	5.34445899868895e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__"	7.85875914051622e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__;g__"	2.22554950115421e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__"	6.70704959215091e-06	9	NA	0.326790511762718	0.326790511762718	FALSE
"k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__;g__"	7.91903768190383e-07	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__C86;f__;g__"	1.01600389007569e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__"	1.26673668809323e-05	10	NA	0.10332271650093	0.10332271650093	FALSE
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__"	8.90102198671215e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__"	7.00596716329978e-05	65	NA	0.648404905933377	0.648404905933377	FALSE
"k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__;g__"	6.67119793570315e-08	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__"	4.83098213701625e-06	12	NA	0.421105487068329	0.421105487068329	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;__;__"	1.48668855558773e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;__"	8.28401525451698e-06	11	NA	0.390721334963533	0.390721334963533	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__"	0.000183684985337606	99	NA	0.217899353805654	0.217899353805654	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata"	8.61299641663846e-05	76	NA	0.371805678398721	0.371805678398721	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;__"	2.07323998853659e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__"	3.94595971196996e-05	45	NA	0.350190987826247	0.350190987826247	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida"	1.67930715522688e-06	6	NA	0.223611361850298	0.223611361850298	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Singulisphaera"	4.63610677213498e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;__"	1.21616942285181e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__"	0.00014793111539223	78	NA	0.571682732258812	0.571682732258812	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__A17"	9.50402306130246e-06	10	NA	0.359273273478853	0.359273273478853	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula"	3.42094842405696e-05	31	NA	0.0528618640556238	0.0528618640556238	TRUE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Planctomycete"	1.0736374180172e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces"	7.72977655854059e-05	46	NA	0.366282982529293	0.366282982529293	FALSE
"k__Bacteria;p__Proteobacteria;__;__;__;__"	1.10990414965087e-05	12	NA	0.421105487068329	0.421105487068329	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__"	5.82493506466662e-05	24	NA	0.412988591912921	0.412988591912921	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__"	2.69932297595149e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__"	6.50401416379893e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__"	1.17717818774214e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__"	4.71264280006145e-06	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas"	0.000488314204456314	182	NA	0.992881113221528	0.992881113221528	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter"	0.000899812764499788	232	NA	0.970217647490948	0.970217647490948	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana"	4.05038242883891e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium"	2.98473899321346e-05	16	NA	0.531747292295391	0.531747292295391	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__"	5.34282346300829e-05	22	NA	0.368056004659628	0.368056004659628	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__"	1.8828341195474e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__"	7.11963941847335e-05	21	NA	0.645954786045818	0.645954786045818	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__;__"	7.73782144168259e-05	59	NA	0.377221215503178	0.377221215503178	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__"	0.000104375950869583	69	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;__"	2.55723616133758e-06	5	NA	0.187541533512706	0.187541533512706	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__"	1.84462867052089e-06	5	NA	0.187541533512706	0.187541533512706	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas"	1.32625798696243e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__"	6.71056463580646e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;__"	1.08853184289493e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__"	7.02949486963296e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia"	4.61071064323173e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Chelatococcus"	8.86771372528571e-08	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;__"	0.000167768509235041	92	NA	0.415833948790873	0.415833948790873	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__"	3.02657261783166e-06	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia"	9.73501869596881e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas"	1.2878351773056e-05	15	NA	0.847487812704778	0.847487812704778	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea"	0.000111069171061387	21	NA	0.345235178255337	0.345235178255337	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium"	0.000351292565347127	153	NA	0.748639792307521	0.748639792307521	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter"	4.58834519467975e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum"	1.11516658289163e-05	15	NA	0.847487812704778	0.847487812704778	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Pseudochrobactrum"	1.81082530068102e-05	14	NA	0.478614700802307	0.478614700802307	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__"	6.87740408256461e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;__"	3.82115776957362e-05	23	NA	0.684625424194213	0.684625424194213	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	2.03370562720576e-05	15	NA	0.505726925846143	0.505726925846143	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia"	3.1058757466478e-05	25	NA	0.931291892516281	0.931291892516281	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium"	0.000249261786196815	105	NA	0.279199105283285	0.279199105283285	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Labrenzia"	5.24040495643017e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pannonibacter"	5.72064423313013e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Parvibaculum"	5.47546763381933e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium"	6.77343897311053e-05	46	NA	0.366282982529293	0.366282982529293	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pseudovibrio"	3.10092066448177e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium"	3.60858908538309e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"	0.00156215887224386	191	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;__"	2.00516769483816e-05	20	NA	0.625167098203047	0.625167098203047	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__"	0.000391619557615194	149	NA	0.969478813503695	0.969478813503695	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium"	0.000169650614484401	84	NA	0.784842721885377	0.784842721885377	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__"	2.46892611884352e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila"	1.76956698695829e-05	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas"	3.54476562708067e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Rhodoblastus"	4.8870499223746e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;__"	7.48717970667003e-06	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__"	1.87785223105001e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aminobacter"	1.71203329751212e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Defluvibacter"	2.70819191493677e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	5.93309258324759e-05	47	NA	0.382377249898949	0.382377249898949	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium"	1.73919475059149e-05	23	NA	0.684625424194213	0.684625424194213	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__"	2.32008089172612e-06	7	NA	0.258897732324836	0.258897732324836	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium"	0.000340853151617577	95	NA	0.988427627535515	0.988427627535515	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer"	8.60710912096386e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Kaistia"	9.82687143357746e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium"	2.85500691462201e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella"	3.44284364838555e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Afifella"	1.03596442204118e-05	18	NA	0.276127141434331	0.276127141434331	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__"	8.49212911656186e-06	6	NA	0.223611361850298	0.223611361850298	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__"	3.73888157305626e-05	22	NA	0.912680664323773	0.912680664323773	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium"	4.47003689568454e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Labrys"	1.3394720500131e-05	5	NA	0.187541533512706	0.187541533512706	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter"	4.7958730516152e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__"	1.50462452132365e-05	6	NA	0.0038067177241118	0.0038067177241118	TRUE
